Power station name,Installed capacity,Accreditation start date
Newbridge Solar Plant - VIC,0.69,27/08/2018
Ferguson Plarre - Solar - VIC,0.4747,25/08/2018
Ross River Solar Farm - QLD,148.368,24/08/2018
Lincoln Plastics Royal Park - Solar - SA.,0.1512,23/08/2018
HJ Heinz Solar System - NSW,0.5002,23/08/2018
MMS Donvale Solar - VIC,0.4522,22/08/2018
Parkside Plaza - Solar - QLD,0.1999,20/08/2018
Gemwood - Solar - VIC,0.2029,20/08/2018
SRT Logistics Devonport - Solar - Tas,0.5842,20/08/2018
Stockland Merrylands - Solar - NSW,1.1088,20/08/2018
Mount Emerald Wind Farm - Qld,180.45,20/08/2018
Spence Doors - Solar - VIC,0.2519,16/08/2018
UNSW - BioSc (E26) - Solar - NSW,0.095,15/08/2018
GL Maryborough - QLD - Solar,0.1656,15/08/2018
Proten Solar NSW - Farm 91,0.2995,15/08/2018
Sandvik Heatherbrae Solar - NSW,0.1342,14/08/2018
Staetite - Solar - VIC,0.1749,14/08/2018
CHAH01 Laverton - Solar - VIC,0.4501,14/08/2018
Numurkah Solar Farm - VIC,5.98,14/08/2018
Conga Foods Coburg Solar - VIC,0.46,7/08/2018
Bodangora Wind Farm Pty Limited-NSW,113.19,6/08/2018
Redmud Green Energy 22 - Solar - SA,0.216,2/08/2018
Synectix Dandenong South Solar - VIC,0.3042,1/08/2018
Ratch-Collinsville Solar PV - Qld,58.6827,1/08/2018
Burnside War Memorial Kensington Solar - SA,0.1571,31/07/2018
North Regional TAFE - SOLAR - WA,0.1929,30/07/2018
Revolution Roofing - Solar - SA,0.1993,30/07/2018
Calvary Christian College Solar w SGU - QLD,0.2308,30/07/2018
Tanloden - Solar - VIC,0.2753,30/07/2018
Proten Solar NSW - Farm 73,0.2508,27/07/2018
Proten Solar NSW - Farm 72,0.3008,27/07/2018
Stockland Mall Traralgon - Solar - VIC,0.5001,27/07/2018
Singleton Square - Solar - NSW,0.8612,27/07/2018
Darling Downs Solar Farm - QLD,137.592,27/07/2018
Banyule City Council Greensborough Solar - VIC,0.1924,26/07/2018
Mirvac Energy - Orion - Solar - QLD,1.008,26/07/2018
Redmud Green Energy 27 - Solar - SA,0.216,25/07/2018
Proten Solar NSW - Farm 71,0.2508,25/07/2018
Coomera Anglican Solar w SGU - QLD,0.2513,25/07/2018
Proten Solar NSW - Farm 92-1,0.1497,24/07/2018
Proten Solar NSW - Farm 70,0.3008,24/07/2018
Borg Charmhaven - Solar - NSW,1.3038,24/07/2018
Willogoleche Wind Farm - SA,119.36,24/07/2018
Bannerton Solar Park - VIC,110.1951,20/07/2018
SRT Logistics Launceston - Solar - Tas,0.247,18/07/2018
Redmud Green Energy 37 - Solar - SA,0.216,17/07/2018
Fastrac Foodservices - Solar - VIC,0.1748,16/07/2018
Stockland Green Hills 1.87MW - Solar - NSW,1.9172,13/07/2018
WHITSUNDAY SOLAR FARM - QLD,68.8896,11/07/2018
Sundance Scarborough Solar - WA,0.1373,9/07/2018
Woree Plaza Solar - QLD,0.1822,9/07/2018
Grace Worldwide Seven Hills Solar- NSW,0.1603,3/07/2018
HAMILTON SOLAR FARM - QLD,68.889,3/07/2018
Packer Leather QLD Solar,0.2785,28/06/2018
Gilmac Balaklava - Solar - SA,0.403,27/06/2018
IGA Bertram - SOLAR - WA,0.1674,25/06/2018
University of Melbourne VCA Art Painting & Photography Solar Vic,0.2412,25/06/2018
Wyndham Civic Centre Solar - VIC,0.3374,25/06/2018
PLASMO - SOLAR - WA,0.4218,25/06/2018
Seven Hills Parcel Delivery Centre  - Solar - NSW,0.1505,23/06/2018
Woolworths Glen Innes - Solar - NSW,0.2094,21/06/2018
Woolworths SLDC Erskine Park - Solar - NSW,0.4026,21/06/2018
Windsor Ave Port Lincoln SA - Solar,0.2006,19/06/2018
Aldi Prestons 1.5MW - Solar NSW,1.4905,18/06/2018
Barker College - Solar - NSW,0.168,15/06/2018
Soma Holdings Solar - NSW,0.2401,15/06/2018
Marland Mushrooms - Solar - QLD,0.8109,15/06/2018
Crookwell 2 Wind Farm NSW,96.04,15/06/2018
Woolworths Ballina River Street - Solar - NSW,0.2033,14/06/2018
Woolworths Cumberland Park - Solar - SA,0.2447,14/06/2018
Woolworths Bega 1372 - Solar - NSW,0.2587,14/06/2018
Woolworths Northside Plaza - Solar - QLD,0.3203,14/06/2018
Woolworths Bakewell - Solar - NT,0.3897,14/06/2018
Easyrest Pty Ltd - Solar - VIC,0.198,13/06/2018
Impact International Smithfield Solar - NSW,0.3999,12/06/2018
Caboolture Square Shopping Centre Solar Qld,0.5204,12/06/2018
Mt Gellibrand Wind Farm - VIC,138.6,12/06/2018
ETI Yatala - Solar - QLD,0.1736,8/06/2018
Chempack Derrimut Solar - VIC,0.1982,6/06/2018
Salt Creek Wind Farm - VIC,54,6/06/2018
CARINA WEST H2E - Waste - VIC,3.1,4/06/2018
Whyalla Solar Farm 1 - SA,5.9616,4/06/2018
Stockland Mall Caloundra - Solar - QLD,0.2503,1/06/2018
Alexandra Hills Shopping Centre  - Solar - QLD,0.5118,1/06/2018
Houghton Wines - Solar - WA,0.1902,31/05/2018
St Andrew's Lutheran College Tallebudgera - Solar - QLD,0.1998,31/05/2018
Findon Shopping Centre-Solar-SA,0.2548,30/05/2018
Big Top Mt Gravatt Queensland,0.2564,30/05/2018
Australian Lamb Colac. - Solar - VIC,1.1998,30/05/2018
IKEA Marsden Park DC Solar - NSW,0.384,29/05/2018
Australian Lamb Company Sunshine - Solar - VIC,0.2079,28/05/2018
Casslis - Solar - VIC,0.1622,25/05/2018
Agile Energy - SKP 0.3MW Solar NSW.,0.297,25/05/2018
Redmud Green Energy 32 - Solar - SA,0.216,22/05/2018
St Peters Lutheran College Indooroopilly Solar - QLD,0.5045,22/05/2018
Swan Hill solar farm Victoria,19.2827,22/05/2018
Programmed Timbers - Solar - NSW,0.1219,21/05/2018
Corringle Furniture - Solar - VIC,0.1298,21/05/2018
Olivet Aged Care Ringwood Solar System - VIC,0.0998,18/05/2018
Maxi Foods Ballarat Solar System - VIC,0.219,18/05/2018
Maxi SUPA IGA Castlemaine Solar System - VIC,0.238,18/05/2018
Christadelphian Homes Maranatha Solar System - QLD,0.2496,18/05/2018
Star Combo Solar System - NSW,0.3375,18/05/2018
Tasfresh Camdale - Solar - Tas,0.1355,17/05/2018
University of Melbourne Werribee Campus Solar Vic,0.4029,17/05/2018
TOST1 Oakdale South Estate - Solar - NSW,0.7796,16/05/2018
Redmud Green Energy 33 - Solar - SA,0.211,15/05/2018
Westpac Banking Corporation Kogarah - Solar - NSW,0.3268,15/05/2018
CSR Golden Grove 1MW - Solar SA,1.001,15/05/2018
Silverton Wind Farm - NSW,198.94,12/05/2018
Interpack Solar System - VIC,0.6048,11/05/2018
Bungala One Solar Farm SA,137.8296,11/05/2018
Barramundi Group - Solar - NT,0.0998,10/05/2018
Redmud Green Energy 28 - Solar - SA,0.216,10/05/2018
Redmud Green Energy 34 - Solar - SA,0.216,9/05/2018
Redmud Green Energy 35 - Solar - SA,0.216,9/05/2018
FJ Lenne Ardmona Solar - VIC,0.5,9/05/2018
Valley Park Farm Solar - VIC,0.2131,8/05/2018
The Canberra Burns Club Solar - ACT,0.2427,8/05/2018
Pace Farms Widgelli - Solar - NSW,0.4992,7/05/2018
South Keswick Solar Farm - NSW - Solar,17.9712,5/05/2018
University of Melbourne Dental Clinic BLDG 348 Solar Vic,0.0531,3/05/2018
University of Melbourne FBE BLDG 105 Solar Vic,0.0672,3/05/2018
University of Melbourne John Medley BLDG 191 Solar Vic,0.069,3/05/2018
University of Melbourne Kwong Lee Dow BLDG 263 Solar Vic,0.0804,3/05/2018
University of Melbourne Allan Gilbert BLDG 104 Solar Vic,0.0955,3/05/2018
University of Melbourne VCA Film & TV BLDG 861 Solar Vic,0.1068,3/05/2018
BRC Millbank Solar - QLD,0.1084,3/05/2018
University of Melbourne Medical Building 181 Solar Vic,0.1299,3/05/2018
Pymble Ladies' College - Solar - NSW,0.2023,3/05/2018
Warilla Bowls & Recreation Club Solar - NSW,0.3144,3/05/2018
AVL Merbein Solar VIC,0.3005,1/05/2018
Orora Botany Mill Power Station 1 - Biomass - NSW,1.48,1/05/2018
Manildra Solar Farm - NSW,55.872,1/05/2018
Rollspack Solar - Vic,0.1728,30/04/2018
BWTP Mount Pluto Solar - QLD,0.3998,30/04/2018
Narromine Solar Farm - NSW,10.8864,30/04/2018
Taplin Corporation - Mitcham Shopping Centre - Solar - SA,0.1224,27/04/2018
Taplin Corporation - Marden Shopping Centre - Solar - SA,0.2442,27/04/2018
Select Produce Korumburra Solar - VIC,0.2555,27/04/2018
Taplin Corporation - Mawson Lakes Corporation - Solar - SA,0.2587,27/04/2018
CMTP Solar Colac VIC,0.2902,27/04/2018
Pyramid Salt Pyramid Hill Solar - VIC,0.2996,27/04/2018
Taplin Corporation - Jetty Road Properties - Solar - SA,0.3339,27/04/2018
Hillsong Church Castle Hill Solar - NSW,0.5942,27/04/2018
West Tamworth League Club Solar - NSW,0.4355,24/04/2018
FS Energy Solar - VIC,0.2706,23/04/2018
Good News Lutheran College VIC - Solar,0.2362,19/04/2018
IKEA Canberra Solar - ACT,0.5002,19/04/2018
Knox - Solar - VIC,0.6311,18/04/2018
134-140 Fairbairn Road - Solar - VIC,0.199,17/04/2018
Ahrens Group Pty Ltd - Kingsford - Solar - SA,0.2929,12/04/2018
Peterborough Solar Farm - SA,5.633,12/04/2018
Hickory Structures Laverton North Solar - VIC,0.2015,11/04/2018
IKEA North Lakes Solar - QLD,0.5027,11/04/2018
Redmud Green Energy 31 - Solar - SA,0.216,9/04/2018
CMTP Solar Dandenong VIC,0.2187,6/04/2018
CleanPeak Energy - Griffin Plaza - Solar - NSW,0.3656,6/04/2018
Bestry Power Station - WA - Solar,0.2745,5/04/2018
Redmud Green Energy 26 - Solar - SA,0.216,4/04/2018
AIT Gunnedah - Solar - NSW,0.504,3/04/2018
Greta Rd Wangaratta Solar - VIC,0.1145,29/03/2018
Hillsong Church Mt Gravatt Solar - QLD,0.1478,29/03/2018
Stennett Rd Ingleburn Solar - NSW,0.2161,29/03/2018
Redmud Green Energy 25 - Solar - SA,0.212,28/03/2018
Earle Haven Lodges Solar System - QLD,0.15,27/03/2018
Kaisercraft - Solar - VIC,0.1987,27/03/2018
Your DC Pty Ltd - Edinburgh - Solar - SA,0.1991,27/03/2018
Dangrove Art Storage Facility Solar - NSW,0.1925,26/03/2018
Scentre Group Plenty Valley - Solar - VIC,0.3024,23/03/2018
Redmud Green Energy 29 - Solar - SA,0.162,22/03/2018
Mt Liebig Solar Power Station - NT,0.0501,21/03/2018
GANNAWARRA SOLAR FARM - VIC,60.236,21/03/2018
Hammondcare Southwood Solar - NSW,0.0997,20/03/2018
Longreach Solar Farm QLD,17.3437,18/03/2018
SA Hughes Solar ACT,0.0999,16/03/2018
CLARE SOLAR FARM - QLD,127.8225,16/03/2018
Sun Metals -Solar- Qld,151.2249,15/03/2018
St Paul's Warragul Solar - VIC,0.0547,13/03/2018
Mineral Resources PIHA Kwinana WA Solar,0.1872,13/03/2018
Ahrens Group Pty Ltd - Tarranyurk - Solar - VIC,0.1595,9/03/2018
Daly River Solar Power Station - NT,1.0237,8/03/2018
Redmud Green Energy 20 - Solar - SA,0.212,7/03/2018
Todae Solar - MDL Scoresby Solar VIC,0.528,2/03/2018
Knight Court Kyneton Solar - VIC,2.4942,1/03/2018
Mitchell Foods Eastern Creek Solar - NSW,0.407,28/02/2018
Black Rock solar farm - VIC,3.047,23/02/2018
Natures Organics - Solar - VIC,1.2995,22/02/2018
Redmud Green Energy 17 - Solar - SA,0.212,21/02/2018
Milltech Hexham Solar - NSW,0.05,20/02/2018
University of Southern Queensland Ipswich - Solar - QLD,0.1966,16/02/2018
Sydney Airport T1 Carpark - Solar - NSW,0.5498,16/02/2018
Goulburn Bioenergy Project -NSW,1.6,15/02/2018
Redmud Green Energy 18 - Solar - SA,0.53,14/02/2018
Joint Venture Juicing - Solar - SA,0.1863,13/02/2018
Cardinia Creek Mini-Hydro - VIC,0.09,12/02/2018
Boronia Mini Hydro - VIC,0.11,12/02/2018
Wantirna Mini Hydro - VIC,0.132,12/02/2018
Lithgow Workies Solar - NSW,0.2067,12/02/2018
Dandenong Mini-Hydro - VIC,0.355,12/02/2018
Mount Waverley Mini Hydro - VIC,0.3555,12/02/2018
Crown Melbourne Solar - VIC,0.2999,9/02/2018
Top Cat Installations - Solar - VIC,0.3116,9/02/2018
Ramingining Solar Power Station - NT,0.5037,9/02/2018
Ingleburn Stage 1 - Solar - NSW,0.356,8/02/2018
Maningrida Solar Power Station - NT,1.1901,8/02/2018
Bunnings Bellambi Solar - NSW,0.2495,2/02/2018
Doncaster Secondary Solar - VIC,0.299,2/02/2018
Kaltukatjara Solar Power Station - NT,0.1002,1/02/2018
Areyonga Solar Power Station - NT,0.1002,1/02/2018
Nyirripi Solar Power Station - NT,0.201,1/02/2018
Kintore Solar Power Station - NT,0.2262,1/02/2018
Lajamanu Solar Power Station - NT,0.4029,1/02/2018
Arlparra Solar Power Station - NT,0.453,1/02/2018
Yuendumu Solar Power Station - NT,0.5037,1/02/2018
Greystanes WIS Solar - NSW,0.4507,31/01/2018
Martin St Tatura VIC - Solar,0.148,29/01/2018
Alice Plaza - NT - Solar,0.3248,29/01/2018
A&J Australia Brisbane Solar PV - QLD,0.2028,25/01/2018
Hughenden Solar Farm - QLD,20.1617,25/01/2018
Special Equipment - QLD - Solar,0.3029,22/01/2018
Pace Farms West Wyalong - Solar - NSW,0.928,19/01/2018
Katunga Fresh VIC - Solar,0.197,18/01/2018
DHLS10 Horsley Park - Solar - NSW,0.1444,16/01/2018
McNamee Partners - QLD - Solar,0.2592,12/01/2018
Griffith Solar Farm - NSW - Solar,34.9424,11/01/2018
AZ Macquarie Park - Solar - NSW,0.3564,10/01/2018
Maroona Wind Farm - Vic,6.9,10/01/2018
Caboolture LFG-QLD,2.134,9/01/2018
Aquapulse Solar - VIC,0.2249,4/01/2018
Callister St Shepparton Solar - VIC,0.7506,2/01/2018
Booth Strathmerton Solar - VIC,0.391,30/12/2017
Townsville Campus - Solar - QLD,0.1319,22/12/2017
Bickfords Australia - Salisbury Factory - Solar - SA,0.6003,22/12/2017
Green Gold 1 - Solar - SA,1.06,22/12/2017
Todae Solar - Nillumbik - Solar - VIC,0.1245,21/12/2017
Redmud Green Energy 16 - Solar - SA,0.212,21/12/2017
Parkes Solar Farm - Solar - NSW,65.9232,20/12/2017
Sapphire Wind Farm - NSW,270,20/12/2017
 Pittsworth - Solar - QLD,0.2835,18/12/2017
CJD - Guildford - Solar - WA,0.1499,15/12/2017
University of Southern Queensland Springfield - Solar - QLD,0.2054,12/12/2017
Redmud Green Energy 15 - Solar - SA,0.212,12/12/2017
SV - Griffith - Solar - NSW,0.1519,8/12/2017
PACE Institute - Solar - QLD,0.2264,6/12/2017
Dunblane Solar A QLD,5.449,6/12/2017
Dunblane Solar B QLD,5.449,6/12/2017
Pivotel Satellite Pty Ltd - Solar - NSW,0.1965,5/12/2017
Kidston Solar One - Solar - Qld,63.168,5/12/2017
Yaloak South Windfarm - VIC,28.7,1/12/2017
LMCC - Works Depot Power Station - Solar NSW,0.1569,30/11/2017
Vulcan Yatala - Solar - QLD,0.1966,29/11/2017
Aeroten Leongatha Solar - VIC,0.1996,27/11/2017
Mount Sheridan Plaza -Solar - QLD,0.2995,27/11/2017
Beaconhills College Berwick Solar Vic,0.4241,27/11/2017
Aldi Brendale - Solar - QLD,0.931,27/11/2017
CKB Airport Solar - WA,0.1201,24/11/2017
Dobbie Dico -Solar -WA,0.0998,22/11/2017
Moranbah Workers Solar - QLD,0.2138,22/11/2017
Pace Farms Minchinbury - Solar - NSW,0.3204,22/11/2017
La Trobe University Wodonga - Solar - VIC,0.4326,15/11/2017
 DHP 1MW - Solar - QLD,0.9541,15/11/2017
La Trobe University Bendigo - Solar - VIC,1.1563,15/11/2017
Normanton Solar Farm - Solar - Qld,4.96,15/11/2017
Proten Solar NSW - Farm 61,0.3567,14/11/2017
Proten Solar NSW - Farm 60,0.3588,14/11/2017
AAC22- Solar - WA,0.1929,13/11/2017
Proten Solar NSW - Farm 74,0.2499,10/11/2017
Proten Solar NSW - Farm 75 - 79,1.211,10/11/2017
Redmud Green Energy 14 - Solar - SA,0.212,8/11/2017
NorthamBV - Solar - WA,0.6652,8/11/2017
Worsley Multi Fuel Cogeneration Plant - WA,115,6/11/2017
Lakeland Solar & Storage - QLD,13.0536,4/11/2017
Flinders Island Power Station - Solar and Wind - TAS,4.1,1/11/2017
St Patrick's College Launceston - Solar - TAS,0.2646,27/10/2017
Taronga Western Plains Zoo - NSW - Solar,0.1778,24/10/2017
Bayswood Timber Hallam VIC - Solar,0.1502,23/10/2017
Kiata Wind Farm - VIC,31.05,23/10/2017
Vawdrey Manufacturing - Solar - VIC,1.0731,20/10/2017
University of Melbourne The Spot Carlton Solar Vic,0.0509,19/10/2017
SV - Mater Hospital - Solar - NSW,0.2801,19/10/2017
SV - Holy Spirit Northside - Solar - QLD,0.3932,19/10/2017
University of Melbourne Peter Hall Parkville Solar Vic,0.0478,13/10/2017
University of Melbourne McCoy Carlton Solar Vic,0.0733,10/10/2017
University of Melbourne Archives Brunswick Solar Vic,0.0916,10/10/2017
University of Melbourne Sports Centre Parkville Solar Vic,0.1608,10/10/2017
University of Melbourne Performing Arts Centre Southbank Solar Vic,0.1844,10/10/2017
Llewellyn Motors - Solar - QLD,0.3326,9/10/2017
CJD - Forrestfield - WA,0.1993,5/10/2017
MRL Sleat Rd Applecross Solar WA,0.1248,4/10/2017
NAWMA - LFG - SOLAR - SA,2.393,3/10/2017
Bakers Maison Solar NSW,0.2246,28/09/2017
Shamic Sheetmetal Solar VIC,0.3052,28/09/2017
SV - Eltham - Solar - VIC,0.1842,27/09/2017
SALE HOSPITAL - SOLAR - Vic,0.7574,27/09/2017
Parkes Shire Council WTP - Solar - NSW,0.1074,21/09/2017
Parkes Shire Council STP - Solar - NSW,0.2983,21/09/2017
SIPS Staypylton Industrial Power Station - Solar - Qld,0.15,13/09/2017
Redmud Green Energy 13 - Solar - SA,0.212,8/09/2017
Canning Vale WIS Solar WA,0.1984,7/09/2017
REWASTE WOLLERT - VIC,1.06,7/09/2017
University of Southern Queensland Toowoomba - Solar - QLD,1.5967,28/08/2017
SV - Mater Clinic - NSW,0.1302,23/08/2017
Redmud Green Energy 10 - Solar - SA,0.212,23/08/2017
Redmud Green Energy 12 - Solar - SA,0.212,22/08/2017
Flavorite Marketing VIC - Solar,0.1494,21/08/2017
SV - Private Brisbane - Solar - QLD,0.1705,21/08/2017
AAC26-Solar-WA,0.1988,21/08/2017
Hornsdale Wind Farm Stage 3 - SA,112,16/08/2017
Redmud Green Energy 11 - Solar - SA,0.212,4/08/2017
SV - Mitchelton - Solar - QLD,0.1746,28/07/2017
AAC04- Solar - WA,0.1988,28/07/2017
Sunshine Coast Solar Farm - QLD,15,19/07/2017
SV Lourdes - Solar - QLD,0.2637,17/07/2017
SV - Toowoomba - Solar - QLD,0.2601,14/07/2017
PE - Llandilo - Solar - NSW,0.795,6/07/2017
Redmud Green Energy 9 - Solar - SA,0.212,1/07/2017
Mineral Resources CSI Kwinana Solar WA,0.1872,29/06/2017
MRL-Barrington Solar WA,0.1872,29/06/2017
Charles Sturt University Wagga Wagga 1.8MW - Solar NSW,1.7691,29/06/2017
Woolcock Centre - Solar - QLD,0.2956,28/06/2017
Midland Highway Orrvale - Solar - VIC,0.509,22/06/2017
Tong Park - Agricultural Waste - QLD,1.228,19/06/2017
White Rock Wind Farm - NSW,200.172,16/06/2017
Zilzie Winery Solar System - VIC,1.066,13/06/2017
SCS Shepparton VIC - Solar,0.3,7/06/2017
AAC23-Solar-WA,0.1988,1/06/2017
Newhaven College - Solar - VIC,0.2432,1/06/2017
Redmud Green Energy 7 - Solar - SA,0.424,1/06/2017
Chillamurra Solar NSW,4.77,31/05/2017
Drayton's Family Wines Solar - NSW,0.2,30/05/2017
St Ursula's College Yeppoon - Solar - QLD,0.1738,12/05/2017
Redmud Green Energy 8 - Solar - SA,0.212,11/05/2017
Churchill Abattoir - Solar - QLD,0.9072,8/05/2017
De Bortoli Wines - Solar - NSW,0.23,11/04/2017
Meekatharra Solar Power Station WA,0.4546,6/04/2017
Yalumba Winery Solar system (Oxford Landing) - SA,0.71,27/03/2017
Barcaldine Solar Farm - QLD,25,20/03/2017
Jessica Way Truganina Solar - VIC,0.365,16/03/2017
Redmud Green Energy 6 - Solar - SA,0.212,9/03/2017
Yalumba Winery Solar system (Angaston) - SA,1.14,9/03/2017
Coober Pedy  - Wind  - Solar - SA,9,28/02/2017
AAC21- Solar - WA,0.1518,22/02/2017
Cedar Meats Solar Geelong VIC,0.1998,22/02/2017
Bunurong 260 kW Solar PV Bangholme VIC,0.26,10/02/2017
Hornsdale Wind Farm Stage 2 - SA,102.4,10/02/2017
DHL6 Solar Horsley Park NSW,0.1,9/02/2017
Penrith RSL Solar - NSW,0.1999,7/02/2017
Redmud Green Energy 5 - Solar - SA,0.212,25/01/2017
Stockland Development Wetherill Park - Solar - NSW,0.9248,24/01/2017
Adelaide Zoo Solar System - SA,0.1508,20/01/2017
AAC09- Solar - WA,0.1988,19/01/2017
JL King & Co 150kW- Solar- VIC,0.15,18/01/2017
Redmud Green Energy 4 - Solar - SA,0.6,18/01/2017
Horizon Power Murchison Radio-astronomy Observatory Solar Farm WA,0.25,17/01/2017
AAC24-Solar-WA,0.1399,21/12/2016
Charles Darwin University Solar NT,0.256,20/12/2016
Williamsdale Solar Farm ACT,11.1375,19/12/2016
AAC15-Solar - WA,0.0557,16/12/2016
AAC18 - Solar - WA,0.1423,16/12/2016
Manor Lakes CLC Solar - VIC,0.1375,14/12/2016
AAC13- Solar - WA,0.1802,14/12/2016
Redmud Green Energy 2 - Solar - SA,0.1872,12/12/2016
DIA Solar Plant Stage 2 - NT,1.524,9/12/2016
Mugga Lane Solar Park - ACT,12.85,8/12/2016
Redmud Green Energy 3 - Solar - SA,0.1872,5/12/2016
Hibiscus Shopping Centre - Solar- NT,0.25,5/12/2016
AGLSITA1- LFG - NSW,2.8,5/12/2016
Gladstone LFG-QLD,1.067,1/12/2016
Corpus - Solar - WA,0.168,30/11/2016
Bianco Construction Supplies Solar System - SA,0.2016,25/11/2016
Bianco Precast Solar System - SA,0.2016,25/11/2016
Campbells River Pump NSW Solar,0.131,23/11/2016
River Pump Booligal Road NSW Solar,0.211,23/11/2016
Wyadra Solar - NSW,0.211,23/11/2016
Canberra Hospital Building 26 Solar ACT,0.48,23/11/2016
Sydney Renewable Power Company - Solar - NSW,0.52,22/11/2016
AAC19- Solar - WA,0.1018,21/11/2016
CEVA,0.3,11/11/2016
Martin Brower Distribution Facility,0.7774,11/11/2016
Austchilli Solar QLD,0.1981,31/10/2016
Kerr St Solar-VIC,0.3252,25/10/2016
Redmud Green Energy 1 - Solar - SA,0.1872,18/10/2016
Sunshine Plaza,1.044,13/10/2016
Trinity College MPF Power Station WA,0.0661,12/10/2016
2 Faulding Street Solar - ACT,0.3476,28/09/2016
CCS Media Solar - NSW,0.15,21/09/2016
AAC03- Solar - WA,0.1497,14/09/2016
Aegis Aged Care - Sandstrom - Solar - WA,0.0588,8/09/2016
Aegis Aged Care - Ellenvale - Solar - WA,0.1418,8/09/2016
Mount Majura Solar Farm - ACT,2.3,8/09/2016
Aegis Aged Care - Shawford - Solar - WA,0.1415,31/08/2016
Aegis Aged Care - Carrington - Solar - WA,0.1402,30/08/2016
Karratha Solar Power 1MW,1,30/08/2016
Aegis Aged Care - Parkview - Solar - WA,0.1399,18/08/2016
Sabrina 1 Solar - SA,0.495,16/08/2016
"Ararat Wind Farm, VIC",242,15/08/2016
Barangaroo - Solar - NSW,0.9561,11/08/2016
Aegis Aged Care - Melville - Solar - WA,0.0996,2/08/2016
Aegis Aged Care - Anchorage - Solar - WA,0.1426,1/08/2016
Aegis Aged Care - Woodlake - Solar - WA,0.1855,1/08/2016
Dobinsons Spring & Suspension - QLD,0.518,26/07/2016
BUPA Cairns 150 kWp,0.15,21/07/2016
Cygnet Woolnorth - Wind - Tas,0.225,21/07/2016
Googong Micro Hydro,0.6,5/07/2016
UNSW Morven Brown PV,0.2182,4/07/2016
Bundaberg Christian College - QLD,0.2586,4/07/2016
The Pines Elanora - Solar - QLD,0.636,29/06/2016
DIA Solar Plant Stage 1 - NT,4,28/06/2016
Australian Vintage AV300 - NSW - BURONGA w SGU,1.6489,27/06/2016
The Gums Woolnorth - Wind - TAS,0.6,24/06/2016
Hornsdale Wind Farm Stage 1 - SA,102.4,22/06/2016
Living Choice Fullarton Solar,0.1999,15/06/2016
NEXTDC M1 401kWp,0.4016,15/06/2016
Baxter Healthcare - Todae Solar PV - Old Toongabbie - NSW,0.5353,10/06/2016
North Head Mini Hydro - NSW,2.1,7/06/2016
W & S PLASTICS 198 KW,0.198,24/05/2016
Broadway Fair WA 313kWp,0.3128,16/05/2016
Asian United Food Service - Woolner,0.3993,10/05/2016
Strathane Agricultural Waste - QLD,0.5,28/04/2016
Yulara Solar Plant  - NT,1.8253,22/04/2016
Karama Shopping Centre,0.2149,13/04/2016
DeGrussa Solar - WA,10.56,9/04/2016
Maryborough LFG-QLD,1.702,22/03/2016
Royal Australian Mint - Solar - ACT,0.3629,21/03/2016
BUPA Bateau Bay 40kWp,0.04,18/03/2016
BUPA Kyneton 50kWp,0.05,18/03/2016
BUPA Mount Sheridan 51kWp,0.051,18/03/2016
BUPA Runaway Bay 51kWp,0.051,18/03/2016
BUPA Echuca 61kWp,0.061,18/03/2016
BUPA Bankstown 76kWp,0.076,18/03/2016
BUPA Ballina 81kWp,0.081,18/03/2016
BUPA Portland 87kWp,0.087,18/03/2016
BUPA Bendigo 120kWp,0.12,18/03/2016
BUPA Templestowe,0.199,18/03/2016
BUPA Sutherland 50kWp,0.05,15/03/2016
BUPA Wodonga 100kWp,0.1,15/03/2016
BUPA Mildura 150kWp,0.15,15/03/2016
BUPA Pottsville 175kWp,0.175,15/03/2016
BUPA Traralgon 200kWp,0.2,15/03/2016
Freecor7MainPIA - Solar - QLD,0.013,8/03/2016
Freecor13GatewayTIN - Solar  - QLD,0.0135,8/03/2016
Freecor11GatewayTIN - Solar - QLD,0.04,8/03/2016
Freecor2BauhiniaKAW - Solar - QLD,0.04,8/03/2016
Weasel Plains Micro-Hydro - TAS,0.2,3/03/2016
CRG Logistics - Solar - VIC,0.3,2/03/2016
Renmark Self Storage - Solar - SA,0.18,29/02/2016
Coonooer Bridge Wind Farm - VIC,19.8,29/02/2016
MOREE SOLAR FARM,56,22/02/2016
Australia Post Strawberry Hills Solar - NSW,0.284,16/02/2016
Ballina Waste Water Treatment Plant - Solar - NSW,0.3,19/01/2016
Condabilla Fish Solar - QLD,0.144,18/01/2016
Watershed Premium Wines Ltd Solar,0.15,14/01/2016
Ballarat Holden Solar - VIC,0.14,23/12/2015
Amaroo Solar - ACT,0.6,23/12/2015
Jandakot Biogass- WA,2.4,22/12/2015
Mazenod College Solar - VIC,0.1598,18/12/2015
Hedley Beare Centre -Solar - ACT,0.176,17/12/2015
Yungngora Solar - WA,0.2,17/12/2015
Masalki Cool Stores Solar - VIC,0.5006,16/12/2015
Freecor Stanfast - Solar - QLD,0.03,8/12/2015
Mater Dei School Solar - NSW,0.1527,8/12/2015
IKEA Tempe - Solar - NSW,0.99,8/12/2015
Cookers Oil Wind - Vic,0.015,1/12/2015
Tyrrell's Ground Mount Solar - Pokolbin - NSW,0.25,24/11/2015
Dakabin LFG-QLD,2.12,23/11/2015
Gatton Solar Research Facility,3.528,20/11/2015
LMCC Administrative Centre - Solar - NSW,0.3763,12/11/2015
